Pablo;pabl.0o;帕布罗[pà bù luō],帕布羅[pà bù luō]
elprovi;prov.el0i;式一式[shì yí shì]
elprovi;prov.el0i;做实验[zuò shí yàn],做實驗[zuò shí yàn]
elprovita;prov.el0ita;經過實踐的[jīng guò shí jiàn de],经过实践的[jīng guò shí jiàn de]
elprovita;prov.el0ita;排練[pái liàn],排练[pái liàn]
elprovita;prov.el0ita;經過考驗的[jīng guò kǎo yàn de],经过考验的[jīng guò kǎo yàn de]
elprovita;prov.el0ita;試用[shì yòng],试用[shì yòng]
elprovo;prov.el0o;試車[shì chē],试车[shì chē]
elprovo;prov.el0o;試驗[shì yàn],试验[shì yàn]
elprovo;prov.el0o;测试[cè shì],測試[cè shì]
presprovaĵo;prov.pres0ajxo;試印[shì yìn],试印[shì yìn]
presprovaĵo;prov.pres0ajxo;試印樣[shì yìn yàng],试印样[shì yìn yàng]
reprovi;prov.re0i;重試[chóng shì],重试[chóng shì]
surprovi;prov.sur0i;試穿[shì chuān],试穿[shì chuān]
proverba;prover.0a;諺語[yàn yǔ],谚语[yàn yǔ]
proverbo;prover.0o;成語[chéng yǔ],成语[chéng yǔ]
proverbo;prover.0o;俗話[sú huà],俗话[sú huà]
proverbo;prover.0o;諺[yàn],谚[yàn]
proverbo;prover.0o;諺語[yàn yǔ],谚语[yàn yǔ]
proverbo;prover.0o;里諺[lǐ yàn],里谚[lǐ yàn]
proverbo;prover.0o;民諺[mín yàn],民谚[mín yàn]
proverbo;prover.0o;俗諺[sú yàn],俗谚[sú yàn]
proverbo;prover.0o;俚諺[lǐ yàn],俚谚[lǐ yàn]
provianto;provia.0o;粮[liáng],糧[liáng]
provianto;provia.0o;給養[jǐ yǎng],给养[jǐ yǎng]
providenco;provid.0o;天意[tiān yì]
provincestro;provin.0estro;州伯[zhōu bó]
provincestro;provin.0estro;省長[shěng zhǎng],省长[shěng zhǎng]
provincestro;provin.0estro;刺史[cì shǐ]
provinco;provin.0o;省[shěng]
provinco;provin.0o;省份[shěng fèn]
provizado;proviz.0ado;发行债券条件[fā xíng zhài quàn tiáo jiàn],發行債券條件[fā xíng zhài quàn tiáo jiàn]
provizaĵo;proviz.0ajxo;储备[chǔ bèi],儲備[chǔ bèi]
provizaĵo;proviz.0ajxo;給養[jǐ yǎng],给养[jǐ yǎng]
provizi;proviz.0i;供[gōng]
provizi;proviz.0i;供应[gōng yìng],供應[gōng yìng]
provizi;proviz.0i;供給[gōng jǐ],供给[gōng jǐ]
provizi;proviz.0i;提供[tí gōng]
provizi;proviz.0i;給[jǐ],给[jǐ]
provizi;proviz.0i;带给[dài gěi],帶給[dài gěi]
provizo;proviz.0o;库存[kù cún],庫存[kù cún]
provizo;proviz.0o.ado;发行债券条件[fā xíng zhài quàn tiáo jiàn],發行債券條件[fā xíng zhài quàn tiáo jiàn]
provizumi;proviz.0umi;买到[mǎi dào],買到[mǎi dào]
provizumi;proviz.0umi;資過來[zī guò lái],资过来[zī guò lái]
provizora;proviz1.0a;临时[lín shí],臨時[lín shí]
provizora;proviz1.0a;暂时[zàn shí],暫時[zàn shí]
provizora;proviz1.0a;暂行[zàn xíng],暫行[zàn xíng]
provizora;proviz1.0a;浮[fú]
provizora;proviz1.0a;暂[zàn],暫[zàn]
provizora;proviz1.0a;暂定[zàn dìng],暫定[zàn dìng]
provizoro;proviz1.0o;下下策[xià xià cè]
provoka;provok.0a;挑拨[tiǎo bō],挑撥[tiǎo bō]
provoki;provok.0i;唆使[suō shǐ]
provoki;provok.0i;挑动[tiǎo dòng],挑動[tiǎo dòng]
provoki;provok.0i;挑拨[tiǎo bō],挑撥[tiǎo bō]
provoki;provok.0i;挑衅[tiǎo xìn],挑釁[tiǎo xìn]
provoki;provok.0i;令人生气[lìng rén shēng qì],令人生氣[lìng rén shēng qì]
provoki;;叫阵[jiào zhèn],叫陣[jiào zhèn]
provoka;;令人生气[lìng rén shēng qì],令人生氣[lìng rén shēng qì]
provoka;;使人愤怒[shǐ rén fèn nù],使人憤怒[shǐ rén fèn nù]
provoka;;撩人[liáo rén]
provoka;;难熬[nán áo],難熬[nán áo]
provoso;provos.0o;狱吏[yù lì],獄吏[yù lì]
proza;proz.0a;散文[sǎn wén]
prozo;proz.0o;散文[sǎn wén]
prozelitismo;prozel.0ismo;使改宗教信仰[shǐ gǎi zōng jiào xìn yǎng]
prozelitismo;prozel.0ismo;使变节[shǐ biàn jié],使變節[shǐ biàn jié]
prozelitismo;prozel.0ismo;改信仰者[gǎi xìn yǎng zhě]
prozo;;詩文[shī wén],诗文[shī wén]
pruo;pru.0o;艏[shǒu]
pruo;pru.0o;艗[yì]
pruo;pru.0o;船首[chuán shǒu]
pruo;pru.0o;船头[chuán tóu],船頭[chuán tóu]
pruo;pru.0o;舻[lú],艫[lú]
pruda;prud.0a;談性變色[tán xìng biàn sè],谈性变色[tán xìng biàn sè]
prudenta;pruden.0a;不含糊[bù hán hu]
prudenta;pruden.0a;在理[zài lǐ]
prudenta;pruden.0a;廙[yì]
prudenta;pruden.0a;愿[yuàn]
prudenta;pruden.0a;慎重[shèn zhòng]
prudenta;pruden.0a;明智[míng zhì]
prudenta;pruden.0a;明理[míng lǐ]
prudenta;pruden.0a;明达事理[míng dá shì lǐ],明達事理[míng dá shì lǐ]
prudenta;pruden.0a;正当[zhèng dàng],正當[zhèng dàng]
prudenta;pruden.0a;翼翼[yì yì]
prudenta;pruden.0a;謹慎[jǐn shèn],谨慎[jǐn shèn]
prudenta;pruden.0a;审慎[shěn shèn],審慎[shěn shèn]
prudenta;pruden.0a;持重[chí zhòng]
prudentigi;pruden.0igi;开导[kāi dǎo],開導[kāi dǎo]
prudento;pruden.0o;戒愼[jiè shèn],戒慎[jiè shèn]
prudento;pruden.0o;理性[lǐ xìng]
prudento;pruden.0o;慎重[shèn zhòng]
prudento;pruden.0o;情理[qíng lǐ]
malprudenta;pruden.mal0a;无理[wú lǐ],無理[wú lǐ]
malprudenta;pruden.mal0a;不合理[bù hé lǐ]
malprudenta;pruden.mal0a;不智[bù zhì]
malprudenta;pruden.mal0a;捡了芝麻[jiǎn le zhī ma],撿了芝麻[jiǎn le zhī ma]
sana prudento;pruden.sana0o;常理[cháng lǐ]
sana prudento;pruden.sana0o;常識[cháng shí],常识[cháng shí]
prujno;prujn.0o;霜[shuāng]
prujno;prujn.0o;雾凇[wù sōng],霧凇[wù sōng]
prujno;prujn.0o;雨凇[yǔ sōng]
prujno;prujn.0o;白霜[bái shuāng]
pruno;prun.0o;李[lǐ]
pruno;prun.0o;坆[méi]
pruno;prun.0o;李子[lǐ zi]
prunelarbo;prunel.0arbo;李木[lǐ mù]
pruntado;prunt.0ado;借款[jiè kuǎn]
pruntaĵo;prunt.0ajxo.KOMUNE;借款[jiè kuǎn]
pruntaĵo;;借与[jiè yǔ],借與[jiè yǔ]
pruntaĵo;;借与物[jiè yǔ wù],借與物[jiè yǔ wù]
prunti;prunt.0i;借取[jiè qǔ]
prunti;prunt.0i;貸[dài],贷[dài]
prunti;prunt.0i;貺[kuàng],贶[kuàng]
prunti;prunt.0i;借款[jiè kuǎn]
prunti;prunt.0i;佣[yōng],傭[yōng]
prunti;prunt.0i;借用[jiè yòng]
prunti;prunt.0i;借閱[jiè yuè],借阅[jiè yuè]
prunti;prunt.0i;会商[huì shāng],會商[huì shāng]
prunti;prunt.0i;賦[fù],赋[fù]
prunti;prunt.0i;借錢[jiè qián],借钱[jiè qián]
prunto;prunt.0o;借款[jiè kuǎn]
prunto;prunt.0o;貸[dài],贷[dài]
alprunti;prunt.al0i;借出[jiè chū]
alprunti;prunt.al0i;貺[kuàng],贶[kuàng]
alprunti;prunt.al0i;借給[jiè gěi],借给[jiè gěi]
alprunti;prunt.al0i;会商[huì shāng],會商[huì shāng]
alprunti;prunt.al0i;賜給[cì gěi],赐给[cì gěi]
alprunti;prunt.al0i;賦[fù],赋[fù]
deprunti;prunt.de0i;借用[jiè yòng]
deprunti;prunt.de0i;借閱[jiè yuè],借阅[jiè yuè]
deprunti;prunt.de0i;假[jiǎ],叚[jiǎ]
deprunti;prunt.de0i;貰[shì],贳[shì]
deprunti;prunt.de0i;借[jiè]
prunuso;prunus.0o;樱桃属[yīng táo shǔ],櫻桃屬[yīng táo shǔ]
prunuso;prunus.0o;李属[lǐ shǔ],李屬[lǐ shǔ]
prusa;prus.0a;普魯士式[pǔ lǔ shì shì],普鲁士式[pǔ lǔ shì shì]
Prusujo;prus.P0ujo;普魯士[pǔ lǔ shì],普鲁士[pǔ lǔ shì]
Prusujo;prus.P0ujo;普魯士[Pǔ lǔ shì],普鲁士[Pǔ lǔ shì]
Prusio;prusi.0o;普魯士[Pǔ lǔ shì],普鲁士[Pǔ lǔ shì]
pruvebla;pruv.0ebla;可證明[kě zhèng míng],可证明[kě zhèng míng]
pruvebla;pruv.0ebla;有證據證實[yǒu zhèng jù zhèng shí],有证据证实[yǒu zhèng jù zhèng shí]
pruvebla;pruv.0ebla;經得起檢驗[jīng dé qǐ jiǎn yàn],经得起检验[jīng dé qǐ jiǎn yàn]
pruvi;pruv.0i;證明[zhèng míng],证明[zhèng míng]
pruvo;pruv.0o;證據[zhèng jù],证据[zhèng jù]
pruvo;pruv.0o;凭[píng],憑[píng]
pruvo;pruv.0o;佐證[zuǒ zhèng],佐证[zuǒ zhèng]
pruvo per indukto;pruv.0operindukto;归纳法[guī nà fǎ],歸納法[guī nà fǎ]
pruvo per redukto al absurdo;pruv.0operreduktoalabsurdo;反證[fǎn zhèng],反证[fǎn zhèng]
pruvo per redukto al absurdo;pruv.0operreduktoalabsurdo;反證法[fǎn zhèng fǎ],反证法[fǎn zhèng fǎ]
pruvo per redukto al absurdo;pruv.0operreduktoalabsurdo;归谬法[guī miù fǎ],歸謬法[guī miù fǎ]
kio estis pruvota;pruv.kioestis0ota;得證[dé zhèng],得证[dé zhèng]
malpruvi;pruv.mal0i;反駁[fǎn bó],反驳[fǎn bó]
malpruvi;pruv.mal0i;駁斥[bó chì],驳斥[bó chì]
psalmi;psalm.0i;吟唱[yín chàng]
psalmi;psalm.0i;吟誦[yín sòng],吟诵[yín sòng]
psalmi;psalm.0i;吟[yín],唫[yín]
psalmo;psalm.0o;圣歌[shèng gē],聖歌[shèng gē]
psalmo;psalm.0o;讚美詩[zàn měi shī],赞美诗[zàn měi shī]
psalmo;psalm.0o;圣诗[shèng shī],聖詩[shèng shī]
pseŭda;pseuxd.0a;假性[jiǎ xìng]
pseŭdonimo;pseuxd1.0o;化名[huà míng]
pseŭdonimo;pseuxd1.0o;笔名[bǐ míng],筆名[bǐ míng]
pseŭdo-;pseuxdo.0;假性[jiǎ xìng]
pseŭdoscienco;pseuxdoscienc.0o;伪科学[wěi kē xué],偽科學[wěi kē xué]
psikanalizo;psik.0analizo;心理分析[xīn lǐ fēn xī]
psikanalizo;psik.0analizo;精神分析[jīng shén fēn xī]
psikanalizo;psik.0analizo;精神分析学[jīng shén fēn xī xué],精神分析學[jīng shén fēn xī xué]
psikanalizisto;;心理分析师[xīn lǐ fēn xī shī],心理分析師[xīn lǐ fēn xī shī]
psiko;psik.0o;心理[xīn lǐ]
psikedela;psikedel.0a.PSI;迷幻[mí huàn]
psikiatro;psikia.0o;精神科医生[jīng shén kē yī shēng],精神科醫生[jīng shén kē yī shēng]
psikiatro;psikia.0o;心理医生[xīn lǐ yī shēng],心理醫生[xīn lǐ yī shēng]
psikiatrio;psikia1.0o;精神科[jīng shén kē]
psikiatrio;psikia1.0o;身心科[shēn xīn kē]
psikiatrio;psikia1.0o;精神病学[jīng shén bìng xué],精神病學[jīng shén bìng xué]
psikologo;psikol.0o;心理学家[xīn lǐ xué jiā],心理學家[xīn lǐ xué jiā]
psikologo;psikol.0o;精神学家[jīng shén xué jiā],精神學家[jīng shén xué jiā]
psikologia;psikol1.0a;心理[xīn lǐ]
psikologia;psikol1.0a;心理学[xīn lǐ xué],心理學[xīn lǐ xué]
psikologia;psikol1.0a;心理上[xīn lǐ shàng]
psikologiisto;psikol1.0isto;心理学家[xīn lǐ xué jiā],心理學家[xīn lǐ xué jiā]
psikologiisto;psikol1.0isto;精神学家[jīng shén xué jiā],精神學家[jīng shén xué jiā]
psikologio;psikol1.0o;心理学[xīn lǐ xué],心理學[xīn lǐ xué]
psikologio;psikol1.0o;精神学[jīng shén xué],精神學[jīng shén xué]
psikopato;psikopat.0o;精神病患者[jīng shén bìng huàn zhě]
psikopatio;psikopati.0o;精神病[jīng shén bìng]
psikopatio;psikopati.0o;精神疗法[jīng shén liáo fǎ],精神療法[jīng shén liáo fǎ]
psikozo;psikoz.0o;精神病[jīng shén bìng]
psikozo;psikoz.0o;思覺失調[sī jué shī tiáo],思觉失调[sī jué shī tiáo]
psoriazo;psoriaz.0o.malsano;牛皮癣[niú pí xuǎn],牛皮癬[niú pí xuǎn]
psoriazo;psoriaz.0o.malsano;銀屑病[yín xiè bìng],银屑病[yín xiè bìng]
psoriazo;psoriaz.0o.malsano;牛皮癣[niú pí xiǎn],牛皮癬[niú pí xiǎn]
pterido;pterid.0o;蕨[jué]
pterosaŭroj;pterosauxr.0oj;翼龍目[yì lóng mù],翼龙目[yì lóng mù]
Ptolemeo;ptoleme.0o;托勒密[tuō lēi mì],託勒密[tuō lēi mì]
puberto;pubert.0o;青春期[qīng chūn qī]
puberto;pubert.0o;思春期[sī chūn qī]
puberto;pubert.0o;发育期[fā yù qī],發育期[fā yù qī]
puberto;pubert.0o;性成熟期[xìng chéng shú qī]
puberto;pubert.0o;发身[fā shēn],發身[fā shēn]
publici;public.0i;刊登[kān dēng]
publicisto;public.0isto;通訊員[tōng xùn yuán],通讯员[tōng xùn yuán]
publicisto;public.0isto;新聞工作者[xīn wén gōng zuò zhě],新闻工作者[xīn wén gōng zuò zhě]
publicisto;public.0isto;新聞記者[xīn wén jì zhě],新闻记者[xīn wén jì zhě]
publika;publik.0a;公共[gōng gòng]
publika;publik.0a;公用[gōng yòng]
publika;publik.0a;公立[gōng lì]
publika;publik.0a;公營[gōng yíng],公营[gōng yíng]
publikaĵo;publik.0ajxo.KOMUNE;公有物[gōng yǒu wù]
publikaĵo;publik.0ajxo.KOMUNE;福利設施[fú lì shè shī],福利设施[fú lì shè shī]
publikaĵo;publik.0ajxo.KOMUNE;佈告[bù gào],布告[bù gào]
publikaĵo;publik.0ajxo.KOMUNE;公共机构[gōng gòng jī gòu],公共機構[gōng gòng jī gòu]
publikaĵo;publik.0ajxo.TIP;公佈[gōng bù],公布[gōng bù]
publikaĵo;publik.0ajxo.TIP;出版物[chū bǎn wù]
publikaĵo;publik.0ajxo.TIP;刊物[kān wù]
publikigi;publik.0igi;公佈[gōng bù],公布[gōng bù]
publikigi;publik.0igi;出版[chū bǎn]
publikigi;publik.0igi;推出[tuī chū]
publikigi;publik.0igi;揭載[jiē zǎi],揭载[jiē zǎi]
publikigi;publik.0igi;登[dēng]
publikigi;publik.0igi;登載[dēng zǎi],登载[dēng zǎi]
publikigi;publik.0igi;发表[fā biǎo],發表[fā biǎo]
publikulino;publik.0ulino;妓女[jì nǔ:]
publiko;;公众[gōng zhòng],公眾[gōng zhòng]
malpublika;publik.mal0a;私下[sī xià]
malpublika;publik.mal0a;私底下[sī dǐ xia]
puĉo;pucx.0o;政变[zhèng biàn],政變[zhèng biàn]
puĉo;pucx.0o;叛乱[pàn luàn],叛亂[pàn luàn]
pudelo;pudel.0o;貴婦犬[guì fù quǎn],贵妇犬[guì fù quǎn]
pudendo;pudend.0o;性器官[xìng qì guān]
pudingo;puding.0o;布丁[bù dīng]
pudri;pudr.0i;扑粉[pū fěn],撲粉[pū fěn]
pudrilo;pudr.0ilo;粉扑[fěn pū],粉撲[fěn pū]
pudro;pudr.0o;粉[fěn]
pufa;puf.0a;膀[pāng]
pufiĝi;puf.0igxi;肿[zhǒng],腫[zhǒng]
pufiĝi;puf.0igxi;臖[xìng]
pufo;puf.0o;填塞料[tián sè liào]
pufo;puf.0o;凸出部份[tū chū bù fen]
pufo;puf.0o;小珠[xiǎo zhū]
pugo;pug.0o;屁股[pì gu]
pugo;pug.0o;臀部[tún bù]
pugo;pug.0o;腚[dìng]
pugo;pug.0o;臀[tún]
pugno;pugn.0o;拳[quán]
pugno;pugn.0o;拳头[quán tou],拳頭[quán tou]
pulo;pul.0o;蚤[zǎo]
pulo;pul.0o;虼[gè]
pulo;pul.0o;跳蚤[tiào zao]
pulmo;pulm.0o;肺[fèi]
pulmo;pulm.0o;肺部[fèi bù]
pulovero;pulover.0o;毛衣[máo yī]
pulovero;pulover.0o;套衫[tào shān]
pulovero;pulover.0o;套头毛衣[tào tóu máo yī],套頭毛衣[tào tóu máo yī]
pulovero;pulover.0o;羊毛衫[yáng máo shān]
kapuĉpulovero;pulover.kapucx0o;连帽卫衣[lián mào wèi yī],連帽衛衣[lián mào wèi yī]
kapuĉpulovero;pulover.kapucx0o;卫衣[wèi yī],衛衣[wèi yī]
pulpo;pulp.0o.BOT;瓤[ráng]
pulpo;pulp.0o.BOT;果肉[guǒ ròu]
pulpo;pulp.0o.BOT;肌[jī]
pulsi;puls.0i;心跳[xīn tiào]
pulsi;puls.0i;搉[què]
pulso;puls.0o.BIO;律动[lǜ dòng],律動[lǜ dòng]
pulso;puls.0o.BIO;脈[mài],脉[mài]
pulso;puls.0o.BIO;脈動[mài dòng],脉动[mài dòng]
pulso;puls.0o.BIO;節拍[jié pāi],节拍[jié pāi]
lumpulsi;puls.lum0i;閃光[shǎn guāng],闪光[shǎn guāng]
pulsaro;pulsar.0o;脈衝星[mài chōng xīng],脉冲星[mài chōng xīng]
pulvo;pulv.0o;火药[huǒ yào],火藥[huǒ yào]
pulvorigi;pulvor.0igi;砸碎[zá suì]
pulvoro;pulvor.0o;粉[fěn]
pulvoro;pulvor.0o;香粉[xiāng fěn]
pulvoro;pulvor.0o;細粉[xì fěn],细粉[xì fěn]
pulvoro;pulvor.0o;散[sǎn]
pulvoro;pulvor.0o;丹[dān]
pulvoro;pulvor.0o;粉末[fěn mò]
bakpulvoro;pulvor.bak0o;泡打粉[pào dǎ fěn]
bakpulvoro;pulvor.bak0o;焙粉[bèi fěn]
bakpulvoro;pulvor.bak0o;发粉[fā fěn],發粉[fā fěn]
bakpulvoro;pulvor.bak0o;发酵粉[fā jiào fěn],發酵粉[fā jiào fěn]
bakpulvoro;pulvor.bak0o;面包粉[miàn bāo fěn],麵包粉[miàn bāo fěn]
kakapulvoro;pulvor.kaka0o;可可粉[kě kě fěn]
lavpulvoro;pulvor.lav0o;洗衣粉[xǐ yī fěn]
lavpulvoro;pulvor.lav0o;洗涤剂[xǐ dí jì],洗滌劑[xǐ dí jì]
pum;pum.0;咚[dōng]
pum;pum.0;鼟[tēng]
pumiko;pumik.0o;浮岩[fú yán]
pumiko;pumik.0o;浮石[fú shí]
pumiko;pumik.0o;摩脚石[mó jiǎo shí],摩腳石[mó jiǎo shí]
pumiko;pumik.0o;磨脚石[mó jiǎo shí],磨腳石[mó jiǎo shí]
pumiko;pumik.0o;洗石[xǐ shí]
pumiko;pumik.0o;用浮石磨光[yòng fú shí mò guāng]
pumiko;pumik.0o;輕石[qīng shí],轻石[qīng shí]
pumpi;pump.0i;临时借贷[lín shí jiè dài],臨時借貸[lín shí jiè dài]
pumpilo;pump.0ilo;泵[bèng]
pumpilo;pump.0ilo;唧筒[jī tǒng]
pumpilo;pump.0ilo;帮浦[bāng pǔ],幫浦[bāng pǔ]
pumpilo;pump.0ilo;泵浦[bèng pǔ]
Aerpumpilo;pump.Aer0ilo;唧筒座[Jī tǒng zuò]
aerpumpilo;pump.aer0ilo;唧筒[jī tǒng]
aerpumpilo;pump.aer0ilo;气泵[qì bèng],氣泵[qì bèng]
aerpumpilo;pump.aer0ilo;压缩机[yā suō jī],壓縮機[yā suō jī]
puni;pun.0i;惩[chéng],懲[chéng]
puni;pun.0i;惩罚[chéng fá],懲罰[chéng fá]
puni;pun.0i;处[chǔ],處[chǔ]
puni;pun.0i;誅[zhū],诛[zhū]
puni;pun.0i;惩治[chéng zhì],懲治[chéng zhì]
puni;pun.0i;罚[fá],罰[fá]
puni;pun.0i;制裁[zhì cái]
puni;pun.0i;惩处[chéng chǔ],懲處[chéng chǔ]
puni;pun.0i;处分[chǔ fèn],處分[chǔ fèn]
puni;pun.0i;处罚[chǔ fá],處罰[chǔ fá]
puni;pun.0i;处分[chǔ fēn],處分[chǔ fēn]
puni;pun.0i;整[zhěng]
puninda;pun.0inda;可罚[kě fá],可罰[kě fá]
puninda;pun.0inda;可起訴[kě qǐ sù],可起诉[kě qǐ sù]
puninda;pun.0inda;应惩罚[yìng chéng fá],應懲罰[yìng chéng fá]
puninda;pun.0inda;有罪[yǒu zuì]
puno;pun.0o;惩罚[chéng fá],懲罰[chéng fá]
puno;pun.0o;刑[xíng]
puno;pun.0o;罚[fá],罰[fá]
puno;pun.0o;刑罚[xíng fá],刑罰[xíng fá]
monpuni;pun.mon0i;罚款[fá kuǎn],罰款[fá kuǎn]
monpuni;pun.mon0i;罚钱[fá qián],罰錢[fá qián]
monpuno;pun.mon0o;罚款[fá kuǎn],罰款[fá kuǎn]
monpuno;pun.mon0o;罚金[fá jīn],罰金[fá jīn]
punca;punc.0a;赯[táng]
punca;punc.0a;艳红色[yàn hóng sè],艷紅色[yàn hóng sè]
punca;punc.0a;血紅色[xiě hóng sè],血红色[xiě hóng sè]
punca;punc.0a;血紅[xuè hóng],血红[xuè hóng]
punca;punc.0a;深紅[shēn hóng],深红[shēn hóng]
punca;punc.0a;纁[xūn]
punĉo;puncx.0o;潘趣酒[pān qù jiǔ]
pundo;pund.0o;鎊[bàng],镑[bàng]
punko;punk.0o;朋克[péng kè]
punko;punk.0o;庞克[páng kè],龐克[páng kè]
punko;punk.0o;朋克文化[péng kè wén huà]
punko;punk.0o;庞克文化[páng kè wén huà],龐克文化[páng kè wén huà]
punkto;punkt.0o;句号[jù hào],句號[jù hào]
punkto;punkt.0o;点[diǎn],點[diǎn]
punkto;punkt.0o;点子[diǎn zi],點子[diǎn zi]
punkto;punkt.0o;附点[fù diǎn],附點[fù diǎn]
punkto;punkt.0o;圆点[yuán diǎn],圓點[yuán diǎn]
punkto;punkt.0o;目[mù]
punkto;punkt.0o;点点[diǎn diǎn],點點[diǎn diǎn]
punkto;punkt.0o;剑尖[jiàn jiān],劍尖[jiàn jiān]
celpunkto;punkt.cel0o;目标[mù biāo],目標[mù biāo]
celpunkto;punkt.cel0o;目标点[mù biāo diǎn],目標點[mù biāo diǎn]
celpunkto;punkt.cel0o;目的地[mù dì dì]
ĉefpunkto;punkt.cxef0o;要点[yào diǎn],要點[yào diǎn]
dupunkto;punkt.du0o.TIP;冒号[mào hào],冒號[mào hào]
elirpunkto;punkt.elir0o;出发点[chū fā diǎn],出發點[chū fā diǎn]
elirpunkto;punkt.elir0o;起点[qǐ diǎn],起點[qǐ diǎn]
fiksa punkto;punkt.fiksa0o;定点[dìng diǎn],定點[dìng diǎn]
komencpunkto;punkt.komenc0o;出发点[chū fā diǎn],出發點[chū fā diǎn]
komencpunkto;punkt.komenc0o;起点[qǐ diǎn],起點[qǐ diǎn]
komencpunkto;punkt.komenc0o;始点[shǐ diǎn],始點[shǐ diǎn]
komencpunkto;punkt.komenc0o;初始[chū shǐ]
kontraŭpunkto;punkt.kontraux0o;旋律配合[xuán lǜ pèi he]
kontraŭpunkto;punkt.kontraux0o;重复旋律[chóng fù xuán lǜ],重複旋律[chóng fù xuán lǜ]
mezpunkto;punkt.mez0o;中[zhōng]
mezpunkto;punkt.mez0o.MAT;中点[zhōng diǎn],中點[zhōng diǎn]
mezurpunkto;punkt.mezur0o;测量点[cè liáng diǎn],測量點[cè liáng diǎn]
starpunkto;punkt.star0o.FIG;觀點[guān diǎn],观点[guān diǎn]
starpunkto;punkt.star0o.FIG;表态[biǎo tài],表態[biǎo tài]
starpunkto;punkt.star0o.FIG;立足点[lì zú diǎn],立足點[lì zú diǎn]
tempopunkto;punkt.tempo0o;时间点[shí jiān diǎn],時間點[shí jiān diǎn]
tempopunkto;punkt.tempo0o;时刻[shí kè],時刻[shí kè]
tempopunkto;punkt.tempo0o;时候[shí hou],時候[shí hou]
tempopunkto;punkt.tempo0o;时机[shí jī],時機[shí jī]
tempopunkto;punkt.tempo0o;时期[shí qī],時期[shí qī]
tripunkto;punkt.tri0o;省略号[shěng lu:è hào],省略號[shěng lu:è hào]
turnopunkto;punkt.turno0o;关头[guān tóu],關頭[guān tóu]
turnopunkto;punkt.turno0o;坎儿[kǎn r],坎兒[kǎn r]
turnopunkto;punkt.turno0o;先机[xiān jī],先機[xiān jī]
turnopunkto;punkt.turno0o;关键时刻[guān jiàn shí kè],關鍵時刻[guān jiàn shí kè]
