#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
celprogramo	progra.cel0o.KOMP	en		object program
celprogramo	progra.cel0o.KOMP	en		target program
celprogramo	progra.cel0o.KOMP	fr		programme objet
fontprogramo	progra.font0o	en		source program
fontprogramo	progra.font0o	fr		programme source
fontprogramo	progra.font0o.KOMP	de		Quellprogramm
fontprogramo	progra.font0o.KOMP	de		Quelle (Programm-)
fontprogramo	progra.font0o.KOMP	en		source program
fontprogramo	progra.font0o.KOMP	fr		programme source
kromprogramo	progra.krom0o	fr	extension (de programme informatique)	extension
kromprogramo	progra.krom0o	fr		plug-in
kromprogramo	progra.krom0o.KOMP	de		Programmerweiterung
kromprogramo	progra.krom0o.KOMP	de		Erweiterung (Software)
kromprogramo	progra.krom0o.KOMP	de		Programmzusatz
kromprogramo	progra.krom0o.KOMP	en		add-on
kromprogramo	progra.krom0o.KOMP	en		plug-in
kromprogramo	progra.krom0o.KOMP	en		extension
kromprogramo	progra.krom0o.KOMP	fr	extension (de programme informatique)	extension
kromprogramo	progra.krom0o.KOMP	fr		plug-in
kromprogramo	progra.krom0o.KOMUNE	de		Zusatzprogramm
kromprogramo	progra.krom0o.KOMUNE	de		
kromprogramo	progra.krom0o.KOMUNE	de		
kromprogramo	progra.krom0o.KOMUNE	en		breakout session
kromprogramo	progra.krom0o.KOMUNE	fr	extension (de programme informatique)	extension
kromprogramo	progra.krom0o.KOMUNE	fr		plug-in
sistema programaro	progra.sistema_0aro	de		Systemsoftware
sistema programaro	progra.sistema_0aro	en		system software
sistema programaro	progra.sistema_0aro.KOMP	de		Systemsoftware
sistema programaro	progra.sistema_0aro.KOMP	en		system software
progresadi	progre.0adi	en		keep progressing
progresadi	progre.0adi	fr		progresser durablement
progresado	progre.0ado	en		progression
progresado	progre.0ado	fr		progression
progresema	progre.0ema	de		fortschrittlich
progresema	progre.0ema	en		progressist
progresema	progre.0ema	fr		progressiste
progresema	progre.0ema.POL	de		fortschrittlich
progresema	progre.0ema.POL	en		progressist
progresema	progre.0ema.POL	fr		progressiste
progresi	progre.0i	de		Fortschritte machen
progresi	progre.0i	de		vorankommen
progresi	progre.0i	de	sich weiterentwickeln	weiterentwickeln
progresi	progre.0i	en		progress
progresi	progre.0i	fr		progresser
progresi	progre.0i.perfektigxi	de		Fortschritte machen
progresi	progre.0i.perfektigxi	de		vorankommen
progresi	progre.0i.perfektigxi	de	sich weiterentwickeln	weiterentwickeln
progresi	progre.0i.perfektigxi	en		progress
progresi	progre.0i.perfektigxi	fr		progresser
progresigi	progre.0igi	de		voranbringen
progresigi	progre.0igi	en		promote
progresigi	progre.0igi	en		make someone progress
progresigi	progre.0igi	fr		promouvoir
progresinto	progre.0into	en		advanced learner
progresinto	progre.0into	fr	élève avancé	avancé
progresinto	progre.0into.PED	de		Fortgeschrittener
progresinto	progre.0into.PED	en		advanced learner
progresinto	progre.0into.PED	fr	élève avancé	avancé
progresismo	progre.0ismo	en		progressism
progresismo	progre.0ismo	fr		progressisme
progresismo	progre.0ismo.POL	en		progressism
progresismo	progre.0ismo.POL	fr		progressisme
progreso	progre.0o	de		Fortschritt
progreso	progre.0o	de		Weiterentwicklung
progreso	progre.0o	en		progress
progreso	progre.0o	fr		progrès
malprogresi	progre.mal0i	en		to regress
malprogresi	progre.mal0i	fr		régresser
malprogresi	progre.mal0i.degeneri	de		degenerieren
malprogresi	progre.mal0i.degeneri	de		sich verschlechtern
malprogresi	progre.mal0i.degeneri	en		to regress
malprogresi	progre.mal0i.degeneri	fr		régresser
malprogreso	progre.mal0o	en		regression
malprogreso	progre.mal0o	fr		régression
malprogreso	progre.mal0o.degenero	de		Rückschritt
malprogreso	progre.mal0o.degenero	en		regression
malprogreso	progre.mal0o.degenero	fr		régression
progresio	progre1.0o	de		Progression
progresio	progre1.0o	de		Zahlenfolge
progresio	progre1.0o	de	fortschreitende Reihe	Reihe
progresio	progre1.0o	en		progression
progresio	progre1.0o	fr	progression (math., suite)	progression
aritmetika progresio	progre1.aritmetika0o	de	arithmetische Folge	Folge
aritmetika progresio	progre1.aritmetika0o	de	arithmetische Progression	Progression
aritmetika progresio	progre1.aritmetika0o	en	arithmetic sequence	sequence
aritmetika progresio	progre1.aritmetika0o	en	arithmetic progression	progression
aritmetika progresio	progre1.aritmetika0o	fr		suite arithmétique
aritmetika progresio	progre1.aritmetika0o	fr		progression arithmétique
geometria progresio	progre1.geometria0o	de	geometrische Folge	Folge
geometria progresio	progre1.geometria0o	de	geometrische Progression	Progression
geometria progresio	progre1.geometria0o	en	geometric sequence	sequence
geometria progresio	progre1.geometria0o	en	geometric progression	progression
geometria progresio	progre1.geometria0o	fr		suite géométrique
geometria progresio	progre1.geometria0o	fr		progression géométrique
harmona progresio	progre1.harmona0o	de	harmonische Folge	Folge
harmona progresio	progre1.harmona0o	de	harmonische Progression	Progression
harmona progresio	progre1.harmona0o	en	harmonic sequence	sequence
harmona progresio	progre1.harmona0o	en	harmonic progression	progression
harmona progresio	progre1.harmona0o	fr		suite harmonique
harmona progresio	progre1.harmona0o	fr		progression harmonique
progresiva	progresiv.0a	NULL	NULL	NULL
progresiva	progresiv.0a.KOMUNE	de		progressiv
progresiva	progresiv.0a.KOMUNE	de		allmählich
progresiva	progresiv.0a.KOMUNE	fr	insensible (progressif)	insensible
progresiva	progresiv.0a.progresema	NULL	NULL	NULL
prohibicio	prohib.0o	de		Verbot
prohibo	prohib.0o	de		Verbot
prohibicio	prohib.0o	de		Prohibition
prohibo	prohib.0o	de		Prohibition
prohibicio	prohib.0o	en		prohibition
prohibo	prohib.0o	en		prohibition
prohibicio	prohib.0o	fr		prohibition
prohibo	prohib.0o	fr		prohibition
prohibicio	prohib.0o.malpermeso	de		Verbot
prohibo	prohib.0o.malpermeso	de		Verbot
prohibicio	prohib.0o.malpermeso	de		Prohibition
prohibo	prohib.0o.malpermeso	de		Prohibition
prohibicio	prohib.0o.malpermeso	en		prohibition
prohibo	prohib.0o.malpermeso	en		prohibition
prohibicio	prohib.0o.malpermeso	fr		prohibition
prohibo	prohib.0o.malpermeso	fr		prohibition
projekciaĵo	projek.0ajxo	NULL	NULL	NULL
projekciaĵo	projek.0ajxo.FOT	NULL	NULL	NULL
projekciaĵo	projek.0ajxo.MAT	de		Projektion
projekciaĵo	projek.0ajxo.MAT	en		projection
projekciaĵo	projek.0ajxo.MAT	fr	projection (math., image)	projection
projekcii	projek.0i	de		projizieren
projekcii	projek.0i	de		abbilden
projekcii	projek.0i	fr		projeter
projekcii	projek.0i.FOT	de	an die Wand werfen	werfen
projekcii	projek.0i.FOT	de	(einen Film) vorführen	vorführen
projekcii	projek.0i.FOT	de		projizieren
projekcii	projek.0i.FOT	de		abbilden
projekcii	projek.0i.FOT	fr		projeter
projekciilo	projek.0ilo	de		Projektor
projekciilo	projek.0ilo	de		Bildwerfer
projekciilo	projek.0ilo	fr	projecteur (film, diapos, etc.)	projecteur
projekcio	projek.0o	fr	projection (math. et sens dérivés)	projection
projekcio	projek.0o.KOMUNE	fr	projection (math. et sens dérivés)	projection
projekcio	projek.0o.MAT	de		Projektion
projekcio	projek.0o.MAT	en		projection
projekcio	projek.0o.MAT	fr	projection (math. et sens dérivés)	projection
projekcio	projek.0o.PSI	de		Projektion
projekcio	projek.0o.PSI	fr	projection (math. et sens dérivés)	projection
centra projekcio	projek.centra0o	de		Zentralprojektion
centra projekcio	projek.centra0o	en	central projection	projection
centra projekcio	projek.centra0o	fr		projection centrale
kanona projekcio	projek.kanona0o	de	kanonische Projektion	Projektion
kanona projekcio	projek.kanona0o	en	canonical projection	projection
kanona projekcio	projek.kanona0o	fr		projection canonique
oblikva projekcio	projek.oblikva0o	de	schiefe Projektion	Projektion
oblikva projekcio	projek.oblikva0o	en	skew projection	projection
oblikva projekcio	projek.oblikva0o	fr		projection oblique
orta projekcio	projek.orta0o	de	orthogonale Projektion	Projektion
orta projekcio	projek.orta0o	en	orthogonal projection	projection
orta projekcio	projek.orta0o	fr		projection orthogonale
paralela projekcio	projek.paralela0o	de		Parallelprojektion
paralelprojekcio	projek.paralela0o	de		Parallelprojektion
paralela projekcio	projek.paralela0o	en	parallel projection	projection
paralelprojekcio	projek.paralela0o	en	parallel projection	projection
paralela projekcio	projek.paralela0o	fr		projection parallèle
paralelprojekcio	projek.paralela0o	fr		projection parallèle
retroprojekciilo	projek.retro0ilo	de		Rückprojektor
retroprojekciilo	projek.retro0ilo	en		overhead projector
retroprojekciilo	projek.retro0ilo	fr		rétroprojecteur
vektora projekcio	projek.vektora0o	de	Projektor (Vektor)	Projektor
vektora projekcio	projek.vektora0o	en		projector
vektora projekcio	projek.vektora0o	fr		projection vectorielle
vektora projekcio	projek.vektora0o	fr	projecteur (math.)	projecteur
projekti	projek1.0i	de		planen
projekti	projek1.0i	de		vorhaben
projekti	projek1.0i	fr		projeter
projekti	projek1.0i.ingxenieri	en		design
projekti	projek1.0i.ingxenieri	de		planen
projekti	projek1.0i.ingxenieri	de		vorhaben
projekti	projek1.0i.ingxenieri	fr		projeter
projekti	projek1.0i.plani	en		plan
projekti	projek1.0i.plani	de		planen
projekti	projek1.0i.plani	de		vorhaben
projekti	projek1.0i.plani	fr		projeter
projekto	projek1.0o	de		Projekt
projekto	projek1.0o	de		Vorhaben
projekto	projek1.0o	fr		projet
projekto	projek1.0o.dosiero	en		design document
projekto	projek1.0o.dosiero	en		technical specification
projekto	projek1.0o.dosiero	de		Projekt
projekto	projek1.0o.dosiero	de		Vorhaben
projekto	projek1.0o.dosiero	fr		projet
projekto	projek1.0o.intenco	de		Projekt
projekto	projek1.0o.intenco	de		Vorhaben
projekto	projek1.0o.intenco	fr		projet
projekto	projek1.0o.malneto	en		draft
projekto	projek1.0o.malneto	de		Projekt
projekto	projek1.0o.malneto	de		Vorhaben
projekto	projek1.0o.malneto	fr		projet
projekto	projek1.0o.programo	de		Projekt
projekto	projek1.0o.programo	de		Vorhaben
projekto	projek1.0o.programo	fr		projet
lingvoprojekto	projek1.lingvo0o	fr		projet de langue
lingvoprojekto	projek1.lingvo0o.LIN	fr		projet de langue
prokarioto	prokariot.0o	NULL	NULL	NULL
prokarioto	prokariot.0o.BIO	de		Prokaryot
prokarioto	prokariot.0o.BIO	fr		procaryote
proklami	prokla.0i	de		verkünden
proklami	prokla.0i	de		ausrufen
proklami	prokla.0i	de		öffentlich machen
proklami	prokla.0i	de		proklamieren
proklami	prokla.0i	en		proclaim
proklami	prokla.0i	fr		proclamer
proklami	prokla.0i.KOMUNE	de		verkünden
proklami	prokla.0i.KOMUNE	de		ausrufen
proklami	prokla.0i.KOMUNE	de		öffentlich machen
proklami	prokla.0i.KOMUNE	de		proklamieren
proklami	prokla.0i.KOMUNE	en		proclaim
proklami	prokla.0i.KOMUNE	fr		proclamer
proklamo	prokla.0o	de		Ausrufung
proklamo	prokla.0o	de		Proklamation
proklamo	prokla.0o	en		proclamation
proklamo	prokla.0o	fr		manifeste
proklamo	prokla.0o	fr		proclamation
proklamo	prokla.0o.KOMUNE	de		Ausrufung
proklamo	prokla.0o.KOMUNE	de		Proklamation
proklamo	prokla.0o.KOMUNE	en		proclamation
proklamo	prokla.0o.KOMUNE	fr		manifeste
proklamo	prokla.0o.KOMUNE	fr		proclamation
prokrastebla	prokra.0ebla	de		aufschiebbar
prokrastebla	prokra.0ebla	de	nicht dringend	dringend
prokrastebla	prokra.0ebla	fr		reportable
prokrastebla	prokra.0ebla.KOMUNE	de		aufschiebbar
prokrastebla	prokra.0ebla.KOMUNE	de	nicht dringend	dringend
prokrastebla	prokra.0ebla.KOMUNE	fr		reportable
prokrasti	prokra.0i	de		verzögern
prokrasti	prokra.0i	de		verschieben
prokrasti	prokra.0i	de		aufschieben
prokrasti	prokra.0i	en		procrastinate
prokrasti	prokra.0i	fr	différer (remettre à plus tard)	différer
prokrasti	prokra.0i	fr		remettre à plus tard
prokrasti	prokra.0i	fr	repousser (dans le temps)	repousser
prokrasti	prokra.0i.KOMUNE	de		verzögern
prokrasti	prokra.0i.KOMUNE	de		verschieben
prokrasti	prokra.0i.KOMUNE	de		aufschieben
prokrasti	prokra.0i.KOMUNE	en		procrastinate
prokrasti	prokra.0i.KOMUNE	fr	différer (remettre à plus tard)	différer
prokrasti	prokra.0i.KOMUNE	fr		remettre à plus tard
prokrasti	prokra.0i.KOMUNE	fr	repousser (dans le temps)	repousser
prokrasto	prokra.0o	de		Verzögerung
prokrasto	prokra.0o	de		Verschiebung
prokrasto	prokra.0o	de		Aufschub
prokrasto	prokra.0o	fr	report (à plus tard)	report
prokrasto	prokra.0o	fr		sursis
prokrasto	prokra.0o.KOMUNE	de		Verzögerung
prokrasto	prokra.0o.KOMUNE	de		Verschiebung
prokrasto	prokra.0o.KOMUNE	de		Aufschub
prokrasto	prokra.0o.KOMUNE	fr	report (à plus tard)	report
prokrasto	prokra.0o.KOMUNE	fr		sursis
senprokraste	prokra.sen0e	de		unverzüglich
senprokraste	prokra.sen0e	de	ohne Aufschub	Aufschub
senprokraste	prokra.sen0e	de	ohne Verzug	Verzug
senprokraste	prokra.sen0e	fr		sans délai
senprokraste	prokra.sen0e.KOMUNE	de		unverzüglich
senprokraste	prokra.sen0e.KOMUNE	de	ohne Aufschub	Aufschub
senprokraste	prokra.sen0e.KOMUNE	de	ohne Verzug	Verzug
senprokraste	prokra.sen0e.KOMUNE	fr		sans délai
proksima	proksi.0a	de		nahe
proksima	proksi.0a	de		nah
proksima	proksi.0a	fr		proche
proksima	proksi.0a.KOMUNE	de		nahe
proksima	proksi.0a.KOMUNE	de		nah
proksima	proksi.0a.KOMUNE	fr		proche
proksime de	proksi.0ede	en		near
proksime al	proksi.0ede	en		near
proksime de	proksi.0ede	fr		près de
proksime al	proksi.0ede	fr		près de
proksime de	proksi.0ede.KOMUNE	en		near
proksime al	proksi.0ede.KOMUNE	en		near
proksime de	proksi.0ede.KOMUNE	fr		près de
proksime al	proksi.0ede.KOMUNE	fr		près de
proksimigi	proksi.0igi	de		annähern
alproksimigi	proksi.0igi	de		annähern
proksimigi	proksi.0igi	de		näherbringen
alproksimigi	proksi.0igi	de		näherbringen
proksimigi	proksi.0igi	en		to bring near
alproksimigi	proksi.0igi	en		to bring near
proksimigi	proksi.0igi	fr	approcher (tr.)	approcher
alproksimigi	proksi.0igi	fr	approcher (tr.)	approcher
proksimigi	proksi.0igi.KOMUNE	de		annähern
alproksimigi	proksi.0igi.KOMUNE	de		annähern
proksimigi	proksi.0igi.KOMUNE	de		näherbringen
alproksimigi	proksi.0igi.KOMUNE	de		näherbringen
proksimigi	proksi.0igi.KOMUNE	en		to bring near
alproksimigi	proksi.0igi.KOMUNE	en		to bring near
proksimigi	proksi.0igi.KOMUNE	fr	approcher (tr.)	approcher
alproksimigi	proksi.0igi.KOMUNE	fr	approcher (tr.)	approcher
proksimiĝi	proksi.0igxi	de	sich nähern	nähern
proksimiĝi	proksi.0igxi	en		to come close
proksimiĝi	proksi.0igxi	fr	approcher (intr.)	approcher
proksimiĝi	proksi.0igxi	fr	s'approcher de	approcher
proksimiĝi	proksi.0igxi.KOMUNE	de	sich nähern	nähern
proksimiĝi	proksi.0igxi.KOMUNE	en		to come close
proksimiĝi	proksi.0igxi.KOMUNE	fr	approcher (intr.)	approcher
proksimiĝi	proksi.0igxi.KOMUNE	fr	s'approcher de	approcher
proksimulo	proksi.0ulo	de		Nächster
proksimulo	proksi.0ulo	en		fellow man
proksimulo	proksi.0ulo	en		neighbor
proksimulo	proksi.0ulo	fr	prochain (subst.)	prochain
proksimulo	proksi.0ulo.KOMUNE	de		Nächster
proksimulo	proksi.0ulo.KOMUNE	en		fellow man
proksimulo	proksi.0ulo.KOMUNE	en		neighbor
proksimulo	proksi.0ulo.KOMUNE	fr	prochain (subst.)	prochain
proksimuma	proksi.0uma	de		ungefähr
proksimuma	proksi.0uma	en		approximate
proksimuma	proksi.0uma	fr		approximatif
proksimuma	proksi.0uma.MEZ	de		ungefähr
proksimuma	proksi.0uma.MEZ	en		approximate
proksimuma	proksi.0uma.MEZ	fr		approximatif
proksimume	proksi.0ume	en		approximately
proksimume	proksi.0ume	fr		à peu près
proksimume	proksi.0ume	fr	environ (à peu près)	environ
proksimume	proksi.0ume	fr		approximativement
proksimume	proksi.0ume.MEZ	en		approximately
proksimume	proksi.0ume.MEZ	fr		à peu près
proksimume	proksi.0ume.MEZ	fr	environ (à peu près)	environ
proksimume	proksi.0ume.MEZ	fr		approximativement
alproksimiĝo	proksi.al0igxo	de		Annäherung
alproksimiĝo	proksi.al0igxo	en		approximation
alproksimiĝo	proksi.al0igxo.problema	de		Ansatz
alproksimiĝo	proksi.al0igxo.problema	de		Approximation
alproksimiĝo	proksi.al0igxo.problema	de		Annäherung
alproksimiĝo	proksi.al0igxo.problema	en		approximation
alproksimiĝo	proksi.al0igxo.spaca	de		Annäherung
alproksimiĝo	proksi.al0igxo.spaca	en		approximation
alproksimiĝo	proksi.al0igxo.tempa	de		Annäherung
alproksimiĝo	proksi.al0igxo.tempa	en		approximation
malproksima	proksi.mal0a	de		fern
malproksima	proksi.mal0a	de		entfernt
malproksima	proksi.mal0a	en		far
malproksima	proksi.mal0a	en		distant
malproksima	proksi.mal0a	fr		distant
malproksima	proksi.mal0a	fr		éloigné
malproksima	proksi.mal0a	fr		lointain
malproksima	proksi.mal0a.KOMUNE	de		fern
malproksima	proksi.mal0a.KOMUNE	de		entfernt
malproksima	proksi.mal0a.KOMUNE	en		far
malproksima	proksi.mal0a.KOMUNE	en		distant
malproksima	proksi.mal0a.KOMUNE	fr		distant
malproksima	proksi.mal0a.KOMUNE	fr		éloigné
malproksima	proksi.mal0a.KOMUNE	fr		lointain
malproksime de	proksi.mal0ede	de	entfernt von	entfernt
malproksime de	proksi.mal0ede	en		away
malproksime de	proksi.mal0ede	en		far off
malproksime de	proksi.mal0ede	fr		loin de
malproksime de	proksi.mal0ede.KOMUNE	de	entfernt von	entfernt
malproksime de	proksi.mal0ede.KOMUNE	en		away
malproksime de	proksi.mal0ede.KOMUNE	en		far off
malproksime de	proksi.mal0ede.KOMUNE	fr		loin de
malproksimigi	proksi.mal0igi	de		entfernen
malproksimigi	proksi.mal0igi	en		to distance
malproksimigi	proksi.mal0igi	fr		éloigner
malproksimigi	proksi.mal0igi.KOMUNE	de		entfernen
malproksimigi	proksi.mal0igi.KOMUNE	en		to distance
malproksimigi	proksi.mal0igi.KOMUNE	fr		éloigner
tuŝproksima	proksi.tusx0a	de	zum Fassen nah	Fassen
tuŝproksima	proksi.tusx0a	en		within reach
tuŝproksima	proksi.tusx0a	en		in reach
tuŝproksima	proksi.tusx0a	fr		tout proche
tuŝproksima	proksi.tusx0a.KOMUNE	de	zum Fassen nah	Fassen
tuŝproksima	proksi.tusx0a.KOMUNE	en		within reach
tuŝproksima	proksi.tusx0a.KOMUNE	en		in reach
tuŝproksima	proksi.tusx0a.KOMUNE	fr		tout proche
proksimala	proksimal.0a	en		proximal
proksimala	proksimal.0a	fr		proximal
proksimala	proksimal.0a.ANA	en		proximal
proksimala	proksimal.0a.ANA	fr		proximal
prokuristo	prokur.0isto	de		Handlungsbevollmächtigter
prokuristo	prokur.0isto	de		Prokurist
prokuristo	prokur.0isto	en		attorney in fact
prokuristo	prokur.0isto	fr		procurateur
prokuro	prokur.0o	de		Handlungsvollmacht
prokuro	prokur.0o	de		gesetzliche Vollmacht
prokuro	prokur.0o	de		Prokura
prokuro	prokur.0o	en		power of attorney
prokuro	prokur.0o	fr		procuration
prokurorejo	prokur1.0ejo	de		Staatsanwaltschaft
prokurorejo	prokur1.0ejo	en	public prosecutor's office	prosecutor
prokurorejo	prokur1.0ejo	fr	parquet (justice)	parquet
prokurorejo	prokur1.0ejo.JUR	de		Staatsanwaltschaft
prokurorejo	prokur1.0ejo.JUR	en	public prosecutor's office	prosecutor
prokurorejo	prokur1.0ejo.JUR	fr	parquet (justice)	parquet
prokuroro	prokur1.0o	de		Staatsanwalt
prokuroro	prokur1.0o	en		public prosecutor
prokuroro	prokur1.0o	en		district attorney
prokuroro	prokur1.0o	fr		procureur
prokuroro	prokur1.0o.JUR	de		Staatsanwalt
prokuroro	prokur1.0o.JUR	en		public prosecutor
prokuroro	prokur1.0o.JUR	en		district attorney
prokuroro	prokur1.0o.JUR	fr		procureur
prokuratoro	prokurator.0o	NULL	NULL	NULL
prokuratoro	prokurator.0o.romia	de		Prokurator (römischer Statthalter)
prokuratoro	prokurator.0o.romia	en		procurator
proletaro	prolet.0aro	de		Proletariat
proletariaro	prolet.0aro	de		Proletariat
proletaro	prolet.0aro	en		proletariat
proletariaro	prolet.0aro	en		proletariat
